Data Venda,Id Loja,Id Produto,Id Cliente,Qtd. Vendida,Qtd. Devolvida,Preco Unitario
1/1/2023,649,1701,333,2,0,4.98
1/1/2023,901,1701,336,3,0,4.98
1/1/2023,844,1701,338,5,0,4.98
1/1/2023,471,1701,340,3,0,4.98
1/1/2023,732,1701,341,4,0,4.98
1/1/2023,706,1701,352,4,0,4.98
1/1/2023,930,274,356,1,0,399.00
1/1/2023,880,274,402,3,0,399.00
1/1/2023,704,274,403,6,0,399.00
1/1/2023,432,1819,333,4,0,32.00
1/1/2023,811,1819,337,2,0,32.00
1/1/2023,601,1821,339,6,0,32.00
1/1/2023,869,1821,340,1,0,32.00
1/1/2023,938,1821,342,6,0,32.00
1/1/2023,811,1821,343,1,1,32.00
1/1/2023,657,1688,377,6,0,8.88
1/1/2023,716,1688,388,1,0,8.88
1/1/2023,566,1688,389,1,0,8.88
1/1/2023,670,1688,412,1,0,8.88
1/1/2023,458,1688,438,1,0,8.88
1/1/2023,517,1688,440,1,0,8.88
1/1/2023,558,1688,481,3,0,8.88
1/1/2023,479,1688,484,3,0,8.88
1/1/2023,640,1688,485,1,0,8.88
1/1/2023,764,167,334,1,0,69.00
1/1/2023,945,167,336,1,0,69.00
1/1/2023,844,1797,345,1,0,43.00
1/1/2023,534,1797,347,1,0,43.00
1/1/2023,644,1817,348,4,0,32.00
1/1/2023,665,1817,350,1,0,32.00
1/1/2023,901,1817,351,4,0,32.00
1/1/2023,574,170,402,2,0,109.00
1/1/2023,706,1716,356,2,0,70.13
1/1/2023,613,1716,401,1,0,70.13
1/1/2023,915,1479,243,3,0,310.00
1/1/2023,486,1674,354,5,0,6.99
1/1/2023,518,1674,376,3,0,6.99
1/1/2023,791,1674,379,1,0,6.99
1/1/2023,773,1674,381,3,0,6.99
1/1/2023,540,1674,382,6,0,6.99
1/1/2023,913,1835,388,1,0,1599.00
1/1/2023,574,1835,401,1,0,1599.00
1/1/2023,479,1698,396,4,0,6.99
1/1/2023,544,1698,397,4,0,6.99
1/1/2023,480,1698,398,1,0,6.99
1/1/2023,852,1698,406,1,0,6.99
1/1/2023,688,1698,407,1,0,6.99
1/1/2023,431,1698,410,1,0,6.99
1/1/2023,843,1698,411,1,0,6.99
1/1/2023,446,1698,471,4,0,6.99
1/1/2023,944,1698,472,1,0,6.99
1/1/2023,727,1698,475,2,0,6.99
1/1/2023,564,1718,404,1,0,70.13
1/1/2023,737,1718,412,1,0,70.13
1/1/2023,844,1718,413,1,0,70.13
1/1/2023,750,1718,414,3,0,70.13
1/1/2023,807,1718,416,4,0,70.13
1/1/2023,696,1718,417,1,0,70.13
1/1/2023,771,1694,497,1,0,8.88
1/1/2023,440,1694,534,6,0,8.88
1/1/2023,713,1694,551,1,0,8.88
1/1/2023,436,1694,556,1,0,8.88
1/1/2023,727,1694,568,6,0,8.88
1/1/2023,850,1694,617,1,0,8.88
1/1/2023,874,1694,1128,2,0,8.88
1/1/2023,706,1694,1273,1,0,8.88
1/1/2023,560,1694,1308,3,0,8.88
1/1/2023,863,1694,1313,1,0,8.88
1/1/2023,786,1639,335,1,0,9.99
1/1/2023,761,282,412,4,0,409.00
1/1/2023,835,282,413,2,0,409.00
1/1/2023,925,282,418,6,0,409.00
1/1/2023,434,1688,1382,3,0,8.88
1/1/2023,839,1688,1386,1,0,8.88
1/1/2023,918,1688,1400,1,0,8.88
1/1/2023,464,1688,1401,4,0,8.88
1/1/2023,751,1688,1403,2,0,8.88
1/1/2023,808,1688,1406,1,0,8.88
1/1/2023,847,1688,1407,5,0,8.88
1/1/2023,783,1688,1492,1,0,8.88
1/1/2023,846,1688,1494,1,0,8.88
1/1/2023,847,1688,1497,1,0,8.88
1/1/2023,686,1688,1499,1,0,8.88
1/1/2023,772,282,421,1,0,409.00
1/1/2023,890,282,426,1,0,409.00
1/1/2023,810,242,440,1,0,889.00
1/1/2023,797,242,441,4,0,889.00
1/1/2023,503,242,442,1,0,889.00
1/1/2023,551,1299,242,1,0,25.00
1/1/2023,695,1299,356,1,0,25.00
1/1/2023,537,1299,402,1,0,25.00
1/1/2023,634,1299,403,1,0,25.00
1/1/2023,870,1608,337,6,0,109.99
1/1/2023,677,1608,340,1,0,109.99
1/1/2023,664,1708,419,1,0,70.13
1/1/2023,914,1708,433,1,0,70.13
1/1/2023,790,1692,479,1,0,6.99
1/1/2023,821,1692,483,5,0,6.99
1/1/2023,558,1692,488,1,0,6.99
1/1/2023,602,1692,490,1,0,6.99
1/1/2023,943,1692,493,1,0,6.99
1/1/2023,761,1692,544,1,0,6.99
1/1/2023,665,1692,545,1,0,6.99
1/1/2023,687,1692,553,6,0,6.99
1/1/2023,496,1702,245,4,0,16.99
1/1/2023,511,1702,246,1,0,16.99
1/1/2023,435,1702,247,6,0,16.99
1/1/2023,933,1702,248,1,0,16.99
1/1/2023,541,1702,435,1,0,16.99
1/1/2023,490,1702,437,1,0,16.99
1/1/2023,460,1702,1129,1,0,16.99
1/1/2023,768,1702,1130,1,0,16.99
1/1/2023,677,1702,1133,1,0,16.99
1/1/2023,752,1702,1293,1,0,16.99
1/1/2023,881,1702,1295,4,0,16.99
1/1/2023,683,1,333,1,0,12.99
1/1/2023,747,1,334,1,0,12.99
1/1/2023,519,1,335,3,0,12.99
1/1/2023,783,1741,353,1,0,28.00
1/1/2023,904,1741,355,1,0,28.00
1/1/2023,841,1790,375,1,0,43.00
1/1/2023,743,1716,443,5,0,70.13
1/1/2023,705,1716,469,2,0,70.13
1/1/2023,503,189,404,6,0,126.90
1/1/2023,538,189,412,1,0,126.90
1/1/2023,748,189,413,1,0,126.90
1/1/2023,721,189,414,2,0,126.90
1/1/2023,486,189,417,5,0,126.90
1/1/2023,952,189,418,2,0,126.90
1/1/2023,668,1819,385,5,0,32.00
1/1/2023,739,1819,387,5,0,32.00
1/1/2023,450,1698,559,6,0,6.99
1/1/2023,578,1698,564,4,0,6.99
1/1/2023,523,1698,565,1,0,6.99
1/1/2023,951,1698,566,1,0,6.99
1/1/2023,813,1698,570,2,0,6.99
1/1/2023,580,1698,577,1,0,6.99
1/1/2023,701,1698,579,4,0,6.99
1/1/2023,640,1698,581,1,1,6.99
1/1/2023,710,1674,592,1,0,6.99
1/1/2023,768,1674,593,5,0,6.99
1/1/2023,683,1674,599,1,0,6.99
1/1/2023,475,1674,600,1,0,6.99
1/1/2023,656,1674,602,1,0,6.99
1/1/2023,646,1674,604,5,0,6.99
1/1/2023,426,1674,605,1,0,6.99
1/1/2023,604,1674,606,3,0,6.99
1/1/2023,884,1688,1509,6,0,8.88
1/1/2023,928,1688,1526,1,0,8.88
1/1/2023,733,1688,1632,5,0,8.88
1/1/2023,930,1688,1637,1,0,8.88
1/1/2023,889,1688,1641,6,0,8.88
1/1/2023,678,1688,1647,6,0,8.88
1/1/2023,467,1688,1656,6,0,8.88
1/1/2023,783,1688,1657,1,0,8.88
1/1/2023,890,1688,1662,1,0,8.88
1/1/2023,762,1688,1743,5,0,8.88
1/1/2023,643,1688,1744,1,0,8.88
1/1/2023,627,1688,1745,1,0,8.88
1/1/2023,571,253,334,4,0,299.00
1/1/2023,867,253,335,1,0,299.00
1/1/2023,749,253,336,1,0,299.00
1/1/2023,518,1756,393,2,0,64.90
1/1/2023,529,253,339,4,0,299.00
1/1/2023,873,1852,240,1,0,2652.90
1/1/2023,932,1852,243,1,0,2652.90
1/1/2023,687,1852,245,4,0,2652.90
1/1/2023,647,1852,246,3,0,2652.90
1/1/2023,689,1852,247,1,1,2652.90
1/1/2023,424,1881,335,1,0,999.00
1/1/2023,848,1639,341,6,0,9.99
1/1/2023,837,1639,342,3,0,9.99
1/1/2023,474,1639,343,1,0,9.99
1/1/2023,672,1639,344,2,0,9.99
1/1/2023,443,1713,481,2,0,70.13
1/1/2023,500,1713,484,1,0,70.13
1/1/2023,693,1713,485,6,0,70.13
1/1/2023,574,1713,486,1,0,70.13
1/1/2023,776,242,482,1,0,889.00
1/1/2023,946,242,486,1,0,889.00
1/1/2023,893,167,340,1,0,69.00
1/1/2023,652,189,424,6,0,126.90
1/1/2023,546,189,425,1,0,126.90
1/1/2023,507,189,431,1,0,126.90
1/1/2023,424,189,433,1,0,126.90
1/1/2023,569,1835,412,2,0,1599.00
1/1/2023,842,1835,415,4,0,1599.00
1/1/2023,855,1802,399,4,0,32.00
1/1/2023,552,1802,400,2,0,32.00
1/1/2023,608,1694,1751,5,0,8.88
1/1/2023,597,1694,1754,4,0,8.88
1/1/2023,697,1694,1755,5,0,8.88
1/1/2023,522,1694,1806,2,0,8.88
1/1/2023,480,1694,1823,1,0,8.88
1/1/2023,553,1694,1846,2,0,8.88
1/1/2023,793,1694,1858,1,0,8.88
1/1/2023,486,1694,2542,1,0,8.88
1/1/2023,766,1694,2556,3,0,8.88
1/1/2023,823,1694,2560,1,0,8.88
1/1/2023,529,1694,2561,1,0,8.88
1/1/2023,634,1694,2563,1,0,8.88
1/1/2023,699,1694,2564,5,0,8.88
1/1/2023,782,1694,2579,4,0,8.88
1/1/2023,881,1694,2586,5,0,8.88
1/1/2023,460,1694,2590,3,0,8.88
1/1/2023,431,1694,2595,1,0,8.88
1/1/2023,438,1694,2597,3,0,8.88
1/1/2023,664,1694,2598,6,0,8.88
1/1/2023,432,1694,2607,6,0,8.88
1/1/2023,702,1694,2679,1,0,8.88
1/1/2023,898,1694,2681,3,0,8.88
1/1/2023,647,1694,2688,1,0,8.88
1/1/2023,592,1694,2693,1,0,8.88
1/1/2023,725,1694,2698,1,0,8.88
1/1/2023,621,1694,2699,3,0,8.88
1/1/2023,540,1694,2769,1,0,8.88
1/1/2023,443,1694,2772,1,0,8.88
1/1/2023,891,1694,2773,1,0,8.88
1/1/2023,531,1694,2784,1,0,8.88
1/1/2023,591,1756,405,5,0,64.90
1/1/2023,940,1756,407,1,0,64.90
1/1/2023,726,167,342,1,0,69.00
1/1/2023,626,253,341,4,0,299.00
1/1/2023,607,253,342,6,0,299.00
1/1/2023,870,1682,2805,1,0,8.99
1/1/2023,639,1682,2806,6,0,8.99
1/1/2023,734,1682,2810,1,0,8.99
1/1/2023,675,1682,2846,3,0,8.99
1/1/2023,556,1682,3156,5,0,8.99
1/1/2023,608,1682,3159,1,0,8.99
1/1/2023,737,1682,3161,2,0,8.99
1/1/2023,671,1682,3162,1,0,8.99
1/1/2023,610,1682,3163,1,0,8.99
1/1/2023,684,1682,3172,1,0,8.99
1/1/2023,717,1682,3175,1,0,8.99
1/1/2023,725,1682,3179,1,0,8.99
1/1/2023,735,1682,3187,1,0,8.99
1/1/2023,807,1682,3191,5,0,8.99
1/1/2023,530,1682,3198,1,0,8.99
1/1/2023,540,1831,340,3,0,999.00
1/1/2023,749,1826,18,3,0,32.00
1/1/2023,934,1826,26,1,0,32.00
1/1/2023,795,1826,27,6,0,32.00
1/1/2023,453,1814,45,2,0,32.00
1/1/2023,592,1814,46,1,0,32.00
1/1/2023,449,1769,6,1,0,34.00
1/1/2023,802,1769,9,4,0,34.00
1/1/2023,485,1769,10,6,0,34.00
1/1/2023,436,1769,53,1,0,34.00
1/1/2023,871,1589,19,5,0,9.99
1/1/2023,794,1589,26,3,0,9.99
1/1/2023,657,1847,457,5,0,2652.90
1/1/2023,850,1847,463,1,0,2652.90
1/1/2023,753,1847,464,2,0,2652.90
1/1/2023,831,1847,467,1,0,2652.90
1/1/2023,727,1847,906,1,0,2652.90
1/1/2023,775,1840,3,3,0,1599.00
1/1/2023,544,1840,5,1,0,1599.00
1/1/2023,447,1840,10,1,0,1599.00
1/1/2023,478,1840,11,4,0,1599.00
1/1/2023,488,1840,53,1,0,1599.00
1/1/2023,781,1714,56,1,0,70.13
1/1/2023,472,1714,58,1,0,70.13
1/1/2023,521,1714,59,4,0,70.13
1/1/2023,609,1714,62,2,0,70.13
1/1/2023,826,1714,69,2,0,70.13
1/1/2023,728,1714,71,6,0,70.13
1/1/2023,830,1814,48,1,0,32.00
1/1/2023,700,1814,51,4,0,32.00
1/1/2023,819,1814,52,1,0,32.00
1/1/2023,764,1688,3,6,0,8.88
1/1/2023,675,1688,5,4,0,8.88
1/1/2023,899,1688,6,1,0,8.88
1/1/2023,639,1688,8,3,0,8.88
1/1/2023,638,1688,11,1,0,8.88
1/1/2023,524,1688,56,1,0,8.88
1/1/2023,465,1688,58,1,0,8.88
1/1/2023,556,1688,59,4,0,8.88
1/1/2023,496,1688,60,1,0,8.88
1/1/2023,891,1688,62,1,0,8.88
1/1/2023,521,1688,72,1,0,8.88
1/1/2023,799,1688,73,3,0,8.88
1/1/2023,727,1688,74,1,0,8.88
1/1/2023,617,1688,94,3,0,8.88
1/1/2023,932,1688,98,1,0,8.88
1/1/2023,596,1688,108,1,0,8.88
1/1/2023,572,1688,112,1,0,8.88
1/1/2023,483,1688,113,6,0,8.88
1/1/2023,910,1688,114,1,0,8.88
1/1/2023,487,1688,116,6,0,8.88
1/1/2023,867,1688,117,3,0,8.88
1/1/2023,835,1688,121,5,0,8.88
1/1/2023,784,1688,122,1,0,8.88
1/1/2023,773,1688,126,3,0,8.88
1/1/2023,447,1688,147,3,0,8.88
1/1/2023,913,268,9,5,0,889.00
1/1/2023,841,268,10,1,0,889.00
1/1/2023,603,268,11,1,0,889.00
1/1/2023,424,268,12,6,0,889.00
1/1/2023,902,1754,76,1,0,89.00
1/1/2023,480,1754,77,1,0,89.00
1/1/2023,844,1754,95,1,0,89.00
1/1/2023,583,1754,96,3,0,89.00
1/1/2023,812,1754,98,3,0,89.00
1/1/2023,713,1754,100,1,0,89.00
1/1/2023,880,1757,140,5,0,55.90
1/1/2023,446,1757,357,4,0,55.90
1/1/2023,815,1757,359,1,0,55.90
1/1/2023,856,1769,104,6,0,34.00
1/1/2023,492,1769,106,1,0,34.00
1/1/2023,569,1769,109,3,0,34.00
1/1/2023,787,1769,114,1,0,34.00
1/1/2023,531,1745,457,4,0,109.00
1/1/2023,722,1745,468,1,0,109.00
1/1/2023,897,1745,760,6,0,109.00
1/1/2023,509,1745,905,1,0,109.00
1/1/2023,752,1745,906,5,0,109.00
1/1/2023,647,1745,969,2,0,109.00
1/1/2023,697,256,55,1,0,409.00
1/1/2023,756,256,62,1,0,409.00
1/1/2023,888,256,69,3,0,409.00
1/1/2023,945,256,71,1,0,409.00
1/1/2023,503,1672,457,4,0,16.89
1/1/2023,528,1672,463,1,0,16.89
1/1/2023,815,1672,464,1,0,16.89
1/1/2023,562,1672,467,2,0,16.89
1/1/2023,540,1672,904,4,0,16.89
1/1/2023,778,1672,905,1,0,16.89
1/1/2023,541,1672,977,1,0,16.89
1/1/2023,659,1672,978,1,0,16.89
1/1/2023,717,1672,1361,3,0,16.89
1/1/2023,880,1672,1684,3,0,16.89
1/1/2023,811,1672,1702,1,0,16.89
1/1/2023,784,1672,1703,1,0,16.89
1/1/2023,899,1672,1704,1,0,16.89
1/1/2023,444,1672,1705,1,0,16.89
1/1/2023,750,1672,2092,1,0,16.89
1/1/2023,886,1672,2116,1,0,16.89
1/1/2023,566,1672,2117,1,0,16.89
1/1/2023,679,1672,2118,1,0,16.89
1/1/2023,474,1672,2629,1,0,16.89
1/1/2023,719,1672,2647,1,0,16.89
1/1/2023,676,1672,3035,1,0,16.89
1/1/2023,755,1672,3039,1,0,16.89
1/1/2023,787,1672,3054,3,0,16.89
1/1/2023,628,1672,3237,6,0,16.89
1/1/2023,583,1754,115,4,0,89.00
1/1/2023,939,1754,116,3,0,89.00
1/1/2023,672,1754,118,1,0,89.00
1/1/2023,710,1754,122,1,0,89.00
1/1/2023,928,1754,123,6,0,89.00
1/1/2023,932,1754,149,1,1,89.00
1/1/2023,576,1670,150,2,0,8.99
1/1/2023,644,1670,152,1,0,8.99
1/1/2023,539,1670,446,1,0,8.99
1/1/2023,864,1670,447,5,0,8.99
1/1/2023,870,1670,459,6,0,8.99
1/1/2023,749,1670,460,1,0,8.99
1/1/2023,689,1670,466,1,0,8.99
1/1/2023,939,1670,473,1,0,8.99
1/1/2023,634,1670,750,2,0,8.99
1/1/2023,654,1670,752,1,0,8.99
1/1/2023,692,1670,754,2,0,8.99
1/1/2023,740,1670,761,1,0,8.99
1/1/2023,475,1670,763,1,0,8.99
1/1/2023,519,1670,765,5,0,8.99
1/1/2023,666,1670,766,3,0,8.99
1/1/2023,723,1670,767,2,0,8.99
1/1/2023,745,1670,769,4,0,8.99
1/1/2023,906,1670,893,1,0,8.99
1/1/2023,870,1670,895,1,0,8.99
1/1/2023,559,1670,896,5,0,8.99
1/1/2023,916,1670,914,1,0,8.99
1/1/2023,491,1670,915,4,0,8.99
1/1/2023,796,1589,30,2,0,9.99
1/1/2023,835,1589,32,2,0,9.99
1/1/2023,869,37,451,4,0,299.23
1/1/2023,452,37,463,1,0,299.23
1/1/2023,892,37,467,1,0,299.23
1/1/2023,798,37,904,4,0,299.23
1/1/2023,901,37,969,1,0,299.23
1/1/2023,864,1770,361,5,0,34.00
1/1/2023,517,1770,364,1,0,34.00
1/1/2023,569,1770,365,1,0,34.00
1/1/2023,604,1753,151,1,0,89.00
1/1/2023,629,1753,152,1,0,89.00
1/1/2023,650,1753,444,1,0,89.00
1/1/2023,756,1753,445,5,0,89.00
1/1/2023,808,1753,446,4,0,89.00
1/1/2023,507,1753,449,1,0,89.00
1/1/2023,634,1753,450,1,0,89.00
1/1/2023,488,1753,454,1,0,89.00
1/1/2023,865,1662,31,1,0,6.99
1/1/2023,667,1662,33,1,0,6.99
1/1/2023,839,1662,35,1,0,6.99
1/1/2023,642,1662,36,1,0,6.99
1/1/2023,672,1662,39,1,0,6.99
1/1/2023,726,1662,40,1,0,6.99
1/1/2023,912,1662,45,1,0,6.99
1/1/2023,546,1662,47,1,0,6.99
1/1/2023,593,1662,52,1,0,6.99
1/1/2023,553,1662,135,1,0,6.99
1/1/2023,571,1662,361,1,0,6.99
1/1/2023,732,1662,362,1,0,6.99
1/1/2023,648,1662,365,1,0,6.99
1/1/2023,525,1662,372,6,0,6.99
1/1/2023,763,1662,373,3,0,6.99
1/1/2023,446,1662,931,4,0,6.99
1/1/2023,821,1662,947,4,0,6.99
1/1/2023,767,1662,949,4,0,6.99
1/1/2023,908,1662,1015,1,0,6.99
1/1/2023,528,1662,1022,1,0,6.99
1/1/2023,927,1662,1243,6,0,6.99
1/1/2023,862,1662,1245,5,0,6.99
1/1/2023,692,1594,39,1,0,9.99
1/1/2023,726,1594,40,1,0,9.99
1/1/2023,737,1594,45,4,0,9.99
1/1/2023,550,1760,455,1,0,94.80
1/1/2023,745,1760,456,1,0,94.80
1/1/2023,795,1760,460,1,0,94.80
1/1/2023,864,1760,461,1,0,94.80
1/1/2023,916,1760,462,1,0,94.80
1/1/2023,649,1760,466,1,0,94.80
1/1/2023,595,1760,473,4,0,94.80
1/1/2023,767,1760,751,1,0,94.80
1/1/2023,739,1589,52,1,0,9.99
1/1/2023,883,1802,368,1,0,32.00
1/1/2023,817,1802,369,5,0,32.00
1/1/2023,898,1802,370,1,0,32.00
1/1/2023,905,1802,371,1,0,32.00
1/1/2023,709,1830,55,1,0,1599.00
1/1/2023,578,1830,59,1,0,1599.00
1/1/2023,584,1830,60,3,0,1599.00
1/1/2023,788,1830,62,1,0,1599.00
1/1/2023,552,1769,754,1,0,34.00
1/1/2023,851,1769,755,1,0,34.00
1/1/2023,835,1769,766,2,0,34.00
1/1/2023,882,1769,768,2,1,34.00
1/1/2023,702,1753,894,1,0,89.00
1/1/2023,710,1753,895,1,0,89.00
1/1/2023,880,1753,897,1,0,89.00
1/1/2023,492,1753,898,6,0,89.00
1/1/2023,468,1753,902,1,0,89.00
1/1/2023,547,1719,908,4,0,70.13
1/1/2023,661,1719,909,4,0,70.13
1/1/2023,945,1719,912,2,0,70.13
1/1/2023,473,1719,916,4,0,70.13
1/1/2023,787,1719,918,4,0,70.13
1/1/2023,737,1719,919,1,0,70.13
1/1/2023,902,243,74,3,0,409.00
1/1/2023,653,243,93,1,0,409.00
1/1/2023,641,243,94,1,0,409.00
1/1/2023,452,243,95,1,0,409.00
1/1/2023,602,243,97,6,0,409.00
1/1/2023,933,243,99,1,0,409.00
1/1/2023,786,243,100,3,0,409.00
1/1/2023,436,1757,930,2,0,55.90
1/1/2023,681,1757,944,4,0,55.90
1/1/2023,930,1672,3279,1,0,16.89
1/1/2023,451,1672,3674,1,0,16.89
1/1/2023,904,1672,4151,1,0,16.89
1/1/2023,933,1672,4152,1,0,16.89
1/1/2023,875,1672,4153,1,0,16.89
1/1/2023,811,1672,4187,2,0,16.89
1/1/2023,934,1672,4193,1,0,16.89
1/1/2023,622,1672,4589,4,0,16.89
1/1/2023,697,1672,4591,5,0,16.89
1/1/2023,788,1672,4592,1,0,16.89
1/1/2023,424,1672,4729,5,0,16.89
1/1/2023,656,1672,4766,2,0,16.89
1/1/2023,627,1672,4790,2,0,16.89
1/1/2023,585,1672,5624,1,0,16.89
1/1/2023,533,1672,5630,5,0,16.89
1/1/2023,909,1672,5666,2,0,16.89
1/1/2023,816,1672,5692,3,0,16.89
1/1/2023,873,1672,6056,3,0,16.89
1/1/2023,851,1672,6057,1,0,16.89
1/1/2023,761,1672,6241,1,0,16.89
1/1/2023,839,1672,6243,6,0,16.89
1/1/2023,822,1672,6251,6,0,16.89
1/1/2023,855,1672,6258,1,0,16.89
1/1/2023,542,1613,357,1,0,109.99
1/1/2023,432,1613,358,1,0,109.99
1/1/2023,764,1613,359,3,0,109.99
1/1/2023,917,37,977,1,0,299.23
1/1/2023,745,37,995,1,0,299.23
1/1/2023,777,37,1355,1,0,299.23
1/1/2023,631,351,16,1,0,336.00
1/1/2023,864,351,17,2,0,336.00
1/1/2023,649,351,41,1,0,336.00
1/1/2023,898,190,16,1,0,56.90
1/1/2023,627,190,41,4,0,56.90
1/1/2023,584,190,131,4,0,56.90
1/1/2023,834,246,14,1,0,329.00
1/1/2023,861,246,20,1,0,329.00
1/1/2023,594,246,23,1,0,329.00
1/1/2023,815,246,37,1,1,329.00
1/1/2023,635,1658,16,1,0,109.99
1/1/2023,901,1840,15,6,0,1599.00
1/1/2023,566,1840,22,2,0,1599.00
1/1/2023,715,1840,23,1,0,1599.00
1/1/2023,438,1840,24,1,0,1599.00
1/1/2023,786,1840,25,1,0,1599.00
1/1/2023,450,1850,44,1,0,1599.90
1/1/2023,571,1850,50,1,0,1599.90
1/1/2023,805,1850,54,4,0,1599.90
1/1/2023,758,1698,41,5,0,6.99
1/1/2023,661,1698,131,1,0,6.99
1/1/2023,486,1698,132,1,0,6.99
1/1/2023,867,1698,133,6,0,6.99
1/1/2023,711,1698,136,1,0,6.99
1/1/2023,471,1698,252,1,0,6.99
